MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21530491,5300000.0,85637,-110.3782,31.356362,2154.0,5272.0,1941,13,10.0,10500.0,0.0,4,6.0,2,45.0
21529082,4200000.0,85646,-111.045371,31.594213,1707.0,10422.36,1997,2,2.0,7300.0,0.0,2,5.0,2,45.0
3054672,4200000.0,85646,-111.040707,31.594844,1707.0,10482.0,1997,2,3.0,3512.0,3.0,3,5.0,2,45.0
21919321,4500000.0,85646,-111.035925,31.645878,636.67,8418.58,1930,7,5.0,9019.0,4.0,4,4.0,3,45.0
21306357,3411450.0,85750,-110.813768,32.285162,3.21,15393.0,1995,4,6.0,6396.0,3.0,5,5.0,2,45.0
21528016,3250000.0,85718,-110.910593,32.33909,1.67,27802.84,1999,3,4.0,6842.0,3.0,5,5.0,3,45.0
21610478,2400000.0,85712,-110.883315,32.261069,2.1,19038.42,2001,9,8.0,12025.0,4.0,3,6.0,4,45.0
21211741,2500000.0,85750,-110.861002,32.331603,1.07,21646.0,2011,6,8.0,8921.0,4.0,7,5.0,3,45.0
21324646,3700000.0,85718,-110.912156,32.343601,6.73,25094.39,2002,5,7.0,5238.0,3.0,7,1.0,4,45.0
21812010,3250000.0,85750,-110.83795,32.327575,3.53,18936.11,2007,5,6.0,6480.0,3.0,12,2.0,2,45.0
21900396,2776518.0,85640,-111.045441,31.562121,147.18,7330.36,1935,5,5.0,5067.0,5.0,5,5.0,3,45.0
21131956,2050000.0,85718,-110.918294,32.341609,1.65,24353.0,2009,5,6.0,7230.0,3.0,5,4.0,3,45.0
21217839,2100000.0,85637,-110.736202,31.721347,29.6,11723.0,1995,6,7.0,6454.0,3.0,5,4.0,3,45.0
21625369,2200000.0,85658,-111.049837,32.483063,1.82,5198.58,2015,4,6.0,5826.0,3.0,6,3.0,1,45.0
21534099,3000000.0,85739,-110.883068,32.508778,0.0,29669.0,2008,3,3.0,3095.0,0.0,5,3.0,2,45.0
21225585,2600000.0,85739,-110.883252,32.507699,0.0,18044.0,2008,3,3.0,3095.0,0.0,6,3.0,2,45.0
21700487,3000000.0,85750,-110.843588,32.327533,3.1,24040.26,2002,3,6.0,7756.0,3.0,9,3.0,2,45.0
21300933,2500000.0,85718,-110.942458,32.350702,1.25,19565.2,2010,4,5.0,5338.0,4.0,5,5.0,2,45.0
21324339,2600000.0,85739,-110.883239,32.50904,0.0,17567.18,2008,3,3.0,3095.0,0.0,4,3.0,2,45.0
21400806,2800000.0,85750,-110.837572,32.328412,93.0,22320.0,1983,4,5.0,6050.0,3.0,5,1.0,4,45.0
21207846,2600000.0,85739,-110.883065,32.508778,0.0,8753.35,2008,3,3.0,3095.0,0.0,5,3.0,2,45.0
21301309,2000000.0,85750,-110.848679,32.321134,0.64,11322.0,2001,5,6.0,7471.0,3.0,6,5.0,4,45.0
21503191,2400000.0,85718,-110.918097,32.337925,3.42,22655.99,2005,4,7.0,6356.0,4.0,6,3.0,3,45.0
21331920,1950000.0,85718,-110.933703,32.304249,13.16,16354.0,1936,7,8.0,5645.0,2.0,4,7.0,3,45.0
21701192,2400000.0,85750,-110.809735,32.280309,0.64,13519.82,1998,3,4.0,4651.0,3.0,9,3.0,3,45.0
21828650,2550000.0,85718,-110.922044,32.290263,2.84,22070.48,2004,5,8.0,8110.0,4.0,11,6.0,4,45.0
21830939,2600000.0,85739,-110.883055,32.508861,0.15,30072.26,2008,3,3.0,3095.0,0.0,9,3.0,2,45.0
21810373,2350000.0,85658,-111.039845,32.451596,13.0,31275.0,2007,3,5.0,5391.0,3.0,10,6.0,1,45.0
21332804,2175000.0,85718,-110.910663,32.338282,1.27,21795.32,1997,5,6.0,7132.0,3.0,5,2.0,2,45.0
21424469,2500000.0,85609,-110.095713,32.057222,1048.18,2441.6,1985,2,2.0,2895.0,0.0,2,1.0,3,45.0
21906412,2350000.0,85750,-110.858327,32.331597,1.55,5931.0,2018,6,6.0,6083.0,4.0,12,3.0,1,45.0
21903141,2100000.0,85718,-110.913573,32.337226,1.01,5785.0,2019,4,5.0,5767.0,3.0,13,3.0,2,45.0
21402096,1900000.0,85750,-110.84391,32.32846,1.16,16714.0,2002,4,4.0,5333.0,3.0,5,2.0,2,45.0
21120740,2050000.0,85718,-110.945806,32.353228,3.22,26856.69,2010,4,6.0,6226.0,5.0,6,4.0,2,45.0
21032556,2150000.0,85718,-110.915749,32.338765,1.91,20960.92,2000,4,6.0,6224.0,3.0,5,3.0,2,45.0
21307177,2495000.0,85637,-110.740635,31.720431,131.0,1220.32,0,13,15.0,13000.0,0.0,7,4.0,3,45.0
21709268,2000000.0,85718,-110.937229,32.300525,3.72,16276.0,1935,7,6.0,7569.0,3.0,5,1.0,3,45.0
21728051,2200000.0,85750,-110.843873,32.328339,2.2,20084.0,2002,4,4.0,5333.0,3.0,9,2.0,2,45.0
21320351,2200000.0,85640,-111.043773,31.562102,147.18,3902.0,1935,5,5.0,4317.0,5.0,5,4.0,2,45.0
4113243,2200000.0,85640,-111.04463,31.562185,147.18,3902.44,1935,5,4.5,4963.0,5.0,5,4.0,2,45.0
21221120,2224506.0,85658,-111.096767,32.467444,0.77,1286.59,2012,3,4.0,4724.0,3.0,5,2.0,3,45.0
21801268,2152700.0,85718,-110.885186,32.327916,1.55,16052.89,2009,5,7.0,6755.0,3.0,13,4.0,3,45.0
21300209,1900000.0,85718,-110.931119,32.290474,1.08,26642.7,2008,5,8.0,7831.0,4.0,6,0.0,3,45.0
21911058,2110000.0,85718,-110.951287,32.347679,2.66,20530.88,2012,4,7.0,7150.0,4.0,13,4.0,3,45.0
21824716,2331000.0,85718,-110.941781,32.35081,1.26,6656.2,2018,4,6.0,5550.0,4.0,9,1.0,1,45.0
21512684,2200000.0,85755,-110.969086,32.462364,3.16,26641.26,2002,4,7.0,7280.0,3.0,6,5.0,3,45.0
21707019,2296443.0,85658,-111.096171,32.467398,0.91,1896.71,2018,3,4.0,4850.0,3.0,4,2.0,2,45.0
21605559,2197500.0,85750,-110.860852,32.330665,1.14,7292.0,2016,6,6.0,6202.0,4.0,5,3.0,2,45.0
21600003,1850000.0,85658,-111.03963,32.455202,8.41,22677.81,2008,4,8.0,7182.0,4.0,5,6.0,2,45.0
21818418,1800000.0,86024,-111.228462,34.596971,59.3,4509.9,2003,2,3.0,1999.0,2.0,5,1.0,3,45.0
21602043,1800000.0,85750,-110.84556,32.327714,1.32,20206.0,2002,4,7.0,6800.0,3.0,5,4.0,3,45.0
21304804,1720000.0,85750,-110.842141,32.275319,19.0,14631.69,1954,3,5.0,5042.0,0.0,6,5.0,3,45.0
21633384,1950000.0,85755,-110.992676,32.464204,1.18,21063.0,2002,4,6.0,6622.0,6.0,13,3.0,3,45.0
21424173,2150000.0,85739,-110.88366,32.509721,0.0,19060.81,2008,2,3.0,2729.0,0.0,5,2.0,2,45.0
21521984,2037500.0,85718,-110.91839,32.343176,3.26,32442.22,2003,3,5.0,9630.0,4.0,5,2.0,2,45.0
21704772,1920000.0,85718,-110.910653,32.338271,1.27,24316.0,1997,5,6.0,7132.0,3.0,6,2.0,2,45.0
21419075,1999500.0,85718,-110.942588,32.349069,1.09,15250.76,2002,4,5.0,5795.0,4.0,6,4.0,2,45.0
21601233,1750000.0,85718,-110.877379,32.331167,1.31,10956.02,1994,4,6.0,4907.0,3.0,5,4.0,2,45.0
21317132,2117552.0,85658,-111.092958,32.472956,0.63,1340.87,2014,3,4.0,3276.0,2.0,5,2.0,2,45.0
21528215,2000000.0,85749,-110.767568,32.301553,3.72,17077.5,2004,5,5.0,8265.0,5.0,5,4.0,2,45.0
21706549,1995000.0,85750,-110.860305,32.323825,1.15,3292.0,2017,6,6.0,6107.0,4.0,7,3.0,1,45.0
21816349,2000000.0,85715,-110.862142,32.264695,103.0,7069.16,1967,3,5.0,3969.0,3.0,14,1.0,1,45.0
21808178,1295000.0,85637,-110.683575,31.684722,273.03,8411.94,1995,3,4.0,2681.0,6.0,1,1.0,1,45.0
21921151,1950000.0,85658,-111.063603,32.45318,3.57,14425.8,2013,2,3.0,3140.0,3.0,10,3.0,3,45.0
21500672,1775000.0,85658,-111.095814,32.471097,0.46,14748.57,2008,5,6.0,5349.0,3.0,5,5.0,3,45.0
21427645,1600000.0,85750,-110.864694,32.331871,1.04,14202.0,1994,5,8.0,6677.0,3.0,5,0.0,4,45.0
21513759,1995000.0,85718,-110.912989,32.341088,1.88,27781.84,2004,4,6.0,6236.0,3.0,5,5.0,2,45.0
21229338,1800000.0,85712,-110.883315,32.261069,2.1,23156.58,2001,9,8.0,10258.0,4.0,3,6.0,4,45.0
21304760,1750000.0,85718,-110.922363,32.312618,1.22,10780.0,2004,5,5.0,5338.0,4.0,6,4.0,1,45.0
21806714,1897000.0,85750,-110.84556,32.327725,1.32,21910.0,2002,4,7.0,6800.0,3.0,9,4.0,3,45.0
21800057,1800000.0,85718,-110.908631,32.299399,1.42,4127.07,2018,5,6.0,5634.0,4.0,9,3.0,2,45.0
21902520,1950000.0,85715,-110.856406,32.255235,1.97,10191.82,2013,4,6.0,5097.0,4.0,12,4.0,4,45.0
21826787,1800000.0,85718,-110.930531,32.292393,5.28,12074.17,1943,5,4.0,5324.0,2.0,8,3.0,1,45.0
21909947,1950000.0,85718,-110.915343,32.288005,1.57,3767.38,2019,4,6.0,4714.0,3.0,11,2.0,1,45.0
21905469,1500000.0,85658,-111.036573,32.45575,4.15,23880.63,2009,3,4.0,5440.0,3.0,14,3.0,1,45.0
21129203,1795000.0,85718,-110.913897,32.33625,0.86,12529.0,2005,5,5.0,6299.0,3.0,6,2.0,2,45.0
21731870,1700000.0,85749,-110.760047,32.238923,18.17,8602.57,1953,4,4.0,2385.0,0.0,1,2.0,2,45.0
21604057,1751330.0,85718,-110.943375,32.348627,1.16,21083.04,2009,5,6.0,7756.0,3.0,5,4.0,2,45.0
21616189,1775000.0,85718,-110.951287,32.347679,2.66,25315.81,2012,4,7.0,7150.0,4.0,5,4.0,2,45.0
21202108,1900000.0,85750,-110.858992,32.332548,1.3,11690.67,2006,4,5.0,5843.0,3.0,5,4.0,2,45.0
21226060,1912500.0,85718,-110.920123,32.28567,2.22,16702.0,2008,5,8.0,6602.0,3.0,6,4.0,2,45.0
21222026,1890000.0,85715,-110.859528,32.262883,1.17,8437.36,1968,4,5.0,4801.0,3.0,4,2.0,2,45.0
21801745,1750000.0,85718,-110.875675,32.335414,3.81,15484.0,1982,4,6.0,6354.0,3.0,12,4.0,2,45.0
21900189,1860000.0,85718,-110.942071,32.350188,1.09,5943.38,2018,5,5.0,5764.0,4.0,11,3.0,3,45.0
21728412,1825000.0,85718,-110.919685,32.342472,1.02,18578.95,1995,5,7.0,7451.0,3.0,14,4.0,5,45.0
21506488,1400000.0,85750,-110.807964,32.282133,0.32,7434.0,1999,3,4.0,3058.0,2.0,5,1.0,2,45.0
21230229,1700000.0,85718,-110.924011,32.34114,0.0,17874.58,2005,5,6.0,6719.0,4.0,6,3.0,1,45.0
21111686,1750000.0,85718,-110.924898,32.310463,1.08,16026.21,2006,5,6.0,6264.0,4.0,5,4.0,1,45.0
21409830,1909299.0,85658,-111.096949,32.467874,0.46,1609.59,2015,3,4.0,3276.0,2.0,5,2.0,3,45.0
21625846,1750000.0,85749,-110.76159,32.302163,3.71,13947.44,2005,4,6.0,6239.0,3.0,5,5.0,2,45.0
21722350,1658695.0,85718,-110.913585,32.341397,2.18,23203.0,2001,4,7.0,7185.0,3.0,9,2.0,3,45.0
21604114,1675000.0,85718,-110.94552,32.350191,1.15,17921.0,2007,4,5.0,5813.0,4.0,5,5.0,3,45.0
21619445,1800000.0,85658,-111.063488,32.461205,2.0,1974.0,2016,3,4.0,5000.0,3.0,5,2.0,2,45.0
21705708,1960000.0,85718,-110.894648,32.335454,4.2,17435.04,2001,5,8.0,7043.0,3.0,5,3.0,3,45.0
21204564,1600000.0,85658,-111.089977,32.466875,0.65,5121.0,2011,3,4.0,3625.0,3.0,6,5.0,3,45.0
21317138,1680000.0,85750,-110.866463,32.331701,1.26,3646.42,2013,5,5.0,5432.0,4.0,6,3.0,2,45.0
21221092,1750000.0,85658,-111.095519,32.471311,0.47,11139.1,2008,4,5.0,4724.0,3.0,5,2.0,1,45.0
21901825,1937000.0,85658,-111.093751,32.470017,0.58,1989.9,2019,4,5.0,3620.0,3.0,4,2.0,1,45.0
21409831,1831392.0,85658,-111.097132,32.468215,0.46,1609.59,2015,3,4.0,3276.0,2.0,5,2.0,2,45.0
21412375,1650000.0,85658,-111.036562,32.455744,4.15,18658.0,2009,3,4.0,5440.0,3.0,4,3.0,1,45.0
21522589,2100000.0,85718,-110.885186,32.327907,1.55,15668.99,2009,5,7.0,6755.0,3.0,5,4.0,2,45.0
21814436,1450000.0,85624,-110.738083,31.533643,164.3,0.0,1997,1,1.0,3576.0,0.0,1,0.0,1,45.0
21326674,1700000.0,85750,-110.846362,32.32963,1.12,17898.0,2002,4,5.0,6400.0,3.0,5,3.0,3,45.0
21601186,1625000.0,85718,-110.935902,32.305132,4.01,17309.98,1981,5,6.0,6050.0,3.0,3,9.0,2,45.0
21601560,1500000.0,85718,-110.949807,32.344544,1.36,14846.62,2003,4,5.0,5276.0,4.0,5,4.0,3,45.0
21705735,1744900.0,85658,-111.059749,32.453961,2.19,16352.08,2008,3,4.0,4817.0,3.0,5,4.0,2,45.0
21206095,1650000.0,85658,-111.044736,32.444906,3.3,13874.6,2008,4,5.0,6496.0,4.0,5,4.0,1,45.0
21417996,1700000.0,85755,-110.995365,32.473032,1.77,7204.38,2012,4,5.0,4321.0,3.0,6,3.0,2,45.0
21422109,1650000.0,85750,-110.841828,32.319575,1.0,12094.04,2006,4,5.0,5600.0,3.0,5,4.0,3,45.0
21615519,1715000.0,85750,-110.864627,32.332365,1.02,15580.64,2003,5,6.0,6238.0,3.0,5,1.0,1,45.0
21512252,1700000.0,85658,-111.094521,32.468716,0.85,1795.34,2014,4,5.0,4724.0,3.0,5,3.0,3,45.0
21202800,1500000.0,85750,-110.848033,32.320662,1.04,12870.0,1998,4,6.0,5838.0,3.0,6,1.0,3,45.0
21218186,1500000.0,85750,-110.832822,32.324816,0.83,15541.0,2007,3,4.0,5112.0,4.0,7,2.0,2,45.0
21304206,1600000.0,85755,-111.001545,32.469205,1.02,12718.0,2008,3,4.0,4411.0,2.0,6,3.0,1,45.0
21704185,1550000.0,85658,-111.061767,32.466473,2.06,15981.8,2007,3,4.0,3670.0,3.0,4,3.0,2,45.0
21823642,1695000.0,85718,-110.917749,32.300739,1.11,19110.45,2008,6,6.0,7855.0,3.0,14,3.0,3,45.0
21713244,1645000.0,85718,-110.877434,32.33054,0.97,13214.97,2011,6,5.0,5443.0,3.0,10,4.0,2,45.0
21402064,1450000.0,85750,-110.838615,32.329529,6.52,12737.71,1993,4,5.0,4897.0,3.0,5,2.0,2,45.0
21123657,1700000.0,85750,-110.844064,32.329358,0.48,10061.0,1998,3,3.0,3871.0,3.0,4,3.0,2,45.0
21509039,2272554.0,85658,-111.097984,32.472085,2.45,2593.23,2015,3,4.0,4724.0,2.0,5,1.0,2,45.0
21525697,1768000.0,85658,-111.093975,32.469749,0.6,1795.34,2016,3,4.0,4100.0,3.0,5,2.0,2,45.0
21808730,1865705.0,85658,-111.094305,32.472169,0.61,1989.9,2018,3,4.0,3300.0,3.0,4,3.0,2,45.0
21427813,1600000.0,85715,-110.859359,32.263948,1.06,9301.41,2002,5,5.0,5954.0,3.0,5,4.0,3,45.0
21513530,1675000.0,85745,-111.070641,32.225806,3.4,9083.19,2008,4,4.0,6550.0,3.0,5,1.0,3,45.0
21609967,1610000.0,85718,-110.946612,32.341676,1.0,5178.0,2016,4,5.0,4427.0,3.0,5,1.0,1,45.0
21303975,1600000.0,85718,-110.917606,32.296197,3.5,11720.0,2000,4,7.0,7037.0,3.0,5,6.0,4,45.0
21300903,1600000.0,85658,-111.046669,32.481937,1.7,18373.0,2008,4,5.0,6050.0,4.0,6,5.0,3,45.0
21714557,1647313.0,85750,-110.848604,32.321979,0.5,17095.0,1998,6,8.0,8213.0,4.0,6,3.0,3,45.0
21905180,1690000.0,85718,-110.948431,32.348022,1.48,13525.0,2005,5,5.0,4779.0,4.0,11,3.0,2,45.0
21721961,1695000.0,85658,-111.052,32.4831,1.5,21602.0,2008,4,5.0,5376.0,3.0,12,3.0,2,45.0
21902018,1595000.0,85750,-110.843481,32.299534,0.86,15324.8,2000,5,6.0,6938.0,3.0,12,3.0,4,45.0
21731602,1375000.0,85658,-111.053886,32.481265,2.53,20352.72,2006,4,6.0,5743.0,4.0,13,2.0,2,45.0
21911822,1900000.0,85718,-110.927652,32.294339,2.09,12326.0,1993,4,4.0,5022.0,3.0,7,4.0,3,45.0
21528436,1500000.0,85658,-111.061766,32.466472,2.06,15711.3,2007,3,4.0,3670.0,3.0,5,3.0,2,45.0
21807664,1500000.0,85718,-110.944077,32.340547,0.94,3810.61,2017,4,6.0,5335.0,3.0,6,3.0,2,45.0
21425219,1550000.0,85658,-111.095519,32.471308,0.47,13138.0,2008,4,5.0,4648.0,3.0,5,4.0,3,45.0
21325799,1550000.0,85658,-111.086475,32.467426,0.71,14036.42,2009,4,5.0,4207.0,3.0,5,3.0,3,45.0
21419211,1350000.0,85750,-110.839258,32.325702,1.1,14634.0,1998,5,6.0,6756.0,4.0,5,2.0,3,45.0
21500569,1600000.0,85718,-110.912566,32.291761,1.44,6122.64,2014,4,6.0,4934.0,3.0,5,4.0,3,45.0
21219636,1650000.0,85718,-110.943145,32.350142,0.99,19416.38,2009,5,6.0,5870.0,3.0,5,3.0,3,45.0
21814007,1695000.0,85742,-111.034883,32.441422,4.58,19488.82,2004,6,6.0,6923.0,15.0,10,5.0,1,45.0
21815257,169000.0,85648,-110.918513,31.451945,0.52,80.83,2018,4,3.0,1700.0,2.0,0,0.0,1,45.0
21809568,1550000.0,85718,-110.915078,32.342356,1.81,21135.51,2004,4,5.0,5644.0,4.0,14,5.0,3,45.0
21423202,1400000.0,85718,-110.943676,32.34812,1.15,20300.0,2004,4,6.0,6962.0,4.0,6,4.0,2,45.0
21622810,1475000.0,85658,-111.085879,32.468366,2.1,17730.25,2009,4,5.0,4406.0,3.0,5,2.0,2,45.0
21908703,1630000.0,85718,-110.94421,32.349232,1.35,14424.0,2008,4,5.0,5204.0,4.0,13,5.0,1,45.0
21221501,1769386.0,85658,-111.102623,32.468456,0.4,845.18,2012,3,4.0,3276.0,3.0,4,2.0,2,45.0
21221631,1450000.0,85658,-111.093659,32.472548,0.55,1286.59,2012,3,4.0,3276.0,3.0,5,2.0,2,45.0
21629871,1657019.0,85658,-111.093129,32.47211,0.63,1930.59,2017,3,3.0,2900.0,3.0,3,2.0,1,45.0
21400296,1485000.0,85718,-110.881172,32.333711,1.07,14819.95,1989,5,9.0,7308.0,3.0,5,6.0,4,45.0
21413519,1525000.0,85718,-110.957357,32.354401,6.12,16127.76,1998,7,7.0,7294.0,4.0,5,3.0,3,45.0
21615059,1200000.0,85750,-110.842117,32.275107,8.8,12946.09,1954,7,11.0,10417.0,0.0,4,5.0,3,45.0
21213023,1500000.0,85658,-111.086385,32.467815,0.62,14556.34,2007,4,5.0,3908.0,3.0,5,3.0,3,45.0
21315349,1600000.0,85755,-111.002814,32.47197,1.28,21011.08,2008,4,6.0,7876.0,4.0,5,2.0,1,45.0
21326003,1550000.0,85718,-110.917949,32.295303,2.88,14081.0,1995,5,7.0,6166.0,5.0,5,7.0,3,45.0
21704716,1500000.0,85716,-110.922493,32.21793,1.74,6894.51,1928,7,8.0,6481.0,3.0,10,3.0,3,45.0
21725756,1435000.0,85750,-110.844659,32.32777,0.8,19537.0,1999,4,5.0,5049.0,3.0,3,3.0,2,45.0
21803903,1500000.0,85701,-110.971896,32.212947,0.38,3296.75,1900,4,4.0,4572.0,0.0,6,2.0,4,45.0
21806396,1585000.0,85750,-110.844983,32.298414,1.53,16832.76,2004,5,5.0,6430.0,5.0,10,4.0,3,45.0
21911769,1525000.0,85658,-111.053614,32.479607,1.4,17213.59,2007,5,5.0,4551.0,3.0,10,3.0,2,45.0
21528371,1550000.0,85750,-110.864255,32.330365,1.42,9710.52,1996,3,4.0,4316.0,3.0,5,1.0,2,45.0
21206099,1525000.0,85658,-111.043019,32.444937,3.3,18553.91,2008,3,4.0,5180.0,3.0,6,4.0,2,45.0
21207587,1210520.0,85658,-111.101588,32.468488,0.33,1412.75,0,4,5.0,3334.0,2.0,4,3.0,3,45.0
21831979,1557864.0,85658,-111.101013,32.468663,0.36,2137.59,2019,3,4.0,3276.0,2.0,6,2.0,2,45.0
21300493,1625000.0,85750,-110.864255,32.330368,1.42,8349.0,1996,3,4.0,4316.0,3.0,4,1.0,2,45.0
21629102,1780313.0,85658,-111.09678,32.469994,0.45,2322.21,2017,3,4.0,3300.0,3.0,3,1.0,3,45.0
21221516,1697215.0,85658,-111.102513,32.469164,0.29,845.18,2012,2,3.0,3009.0,2.0,3,1.0,2,45.0
21527076,1450000.0,85755,-110.993147,32.465432,1.05,4706.41,2014,3,4.0,4360.0,3.0,6,2.0,3,45.0
21618147,1600000.0,85718,-110.925227,32.28362,2.14,4918.41,2016,5,6.0,5610.0,4.0,4,2.0,2,45.0
21201010,1525000.0,85718,-110.877432,32.330542,1.0,4298.0,2011,5,5.0,5550.0,3.0,5,4.0,2,45.0
21804867,1900000.0,85718,-110.928038,32.339499,4.21,15042.5,1981,4,3.0,5138.0,5.0,10,4.0,2,45.0
21506725,1450000.0,85718,-110.949729,32.346519,1.53,16658.0,2010,4,5.0,5578.0,3.0,5,2.0,2,45.0
21623881,1500000.0,85755,-110.997108,32.46781,1.0,15822.49,2009,3,4.0,4554.0,3.0,5,4.0,3,45.0
21703314,1400000.0,85718,-110.915818,32.332931,1.31,8360.0,1983,6,4.0,4438.0,3.0,5,3.0,2,45.0
21824879,1480000.0,85718,-110.946791,32.350271,1.0,7514.0,2014,4,5.0,4676.0,3.0,15,2.0,3,45.0
21205975,1570000.0,85718,-110.921711,32.290895,1.95,16063.45,2006,4,5.0,5074.0,3.0,5,5.0,2,45.0
21216789,1495000.0,85716,-110.922995,32.224182,0.0,5747.29,1968,6,6.0,4620.0,2.0,5,4.0,1,45.0
21227579,1600000.0,85718,-110.919982,32.284922,3.5,23378.3,2005,5,6.0,6237.0,4.0,5,5.0,2,45.0
21704013,1500000.0,85718,-110.941131,32.348115,0.95,16117.98,2002,3,5.0,5515.0,3.0,5,2.0,1,45.0
21801020,1405000.0,85750,-110.845797,32.329686,1.23,21239.25,2002,3,4.0,4247.0,3.0,11,1.0,2,45.0
21727569,1500000.0,85658,-111.047851,32.480482,2.6,13634.04,2009,3,4.0,3678.0,3.0,9,3.0,1,45.0
21730863,1550000.0,85718,-110.946908,32.348191,1.12,15969.0,2005,4,5.0,4630.0,3.0,14,3.0,2,45.0
21827610,1575000.0,85658,-111.095814,32.4711,0.46,21310.94,2008,5,6.0,5410.0,3.0,10,6.0,2,45.0
21908481,1549000.0,85658,-111.094924,32.471745,0.48,1989.9,2019,3,4.0,3276.0,3.0,4,1.0,3,45.0
21916143,1560000.0,85719,-110.942252,32.229421,0.3,14579.27,2015,5,5.0,4523.0,3.0,13,2.0,2,45.0
21921483,1565000.0,85715,-110.862571,32.262206,0.66,11905.22,2011,6,6.0,5367.0,4.0,9,2.0,2,45.0
21509033,1593000.0,85658,-111.096117,32.470886,0.44,1609.59,2016,3,4.0,3276.0,2.0,5,1.0,2,45.0
21613401,1500000.0,85718,-110.94247,32.295386,6.64,19337.24,1936,5,6.0,7282.0,2.0,5,3.0,2,45.0
21208614,1475000.0,85749,-110.723003,32.270111,60.52,25550.03,1977,5,5.0,5899.0,5.0,7,4.0,1,45.0
21130273,1400000.0,85718,-110.930795,32.340837,0.89,14581.28,2005,5,6.0,5158.0,3.0,5,1.0,2,45.0
21628010,1550000.0,85715,-110.857251,32.25594,1.87,11204.62,1981,6,6.0,7542.0,6.0,10,5.0,3,45.0
21328054,1287500.0,85755,-110.99579,32.467311,4.12,6870.79,1984,4,4.0,4862.0,3.0,6,6.0,4,45.0
21729934,1500000.0,85755,-110.963547,32.47388,1.53,11380.56,2006,3,3.0,3752.0,2.0,13,3.0,1,45.0
21801629,1436000.0,85715,-110.852195,32.257053,0.67,10813.1,1953,5,5.0,6011.0,3.0,13,4.0,3,45.0
21825040,1512000.0,85718,-110.945895,32.347382,1.2,15504.0,2004,4,5.0,5701.0,3.0,10,3.0,1,45.0
21704435,1485000.0,85658,-111.06241,32.469037,1.54,23550.23,2003,3,5.0,6056.0,3.0,11,4.0,3,45.0
21624122,1547664.0,85719,-110.934183,32.244512,0.2,0.0,2016,2,3.0,3346.0,3.0,3,1.0,2,45.0
21429614,1560000.0,85718,-110.912096,32.292301,1.54,12230.81,1992,5,7.0,6151.0,3.0,5,4.0,3,45.0
21320793,1400000.0,85641,-110.75778,31.923188,77.2,11583.2,1922,4,6.0,5936.0,3.0,6,7.0,3,45.0
21201152,1500000.0,85718,-110.939422,32.348715,2.41,16130.0,2009,4,6.0,4572.0,3.0,5,1.0,1,45.0
21720225,1300000.0,85718,-110.931254,32.298864,6.12,17117.92,1952,6,5.0,7336.0,2.0,7,3.0,3,45.0
21808696,1453000.0,85750,-110.839622,32.329107,1.86,18968.92,2007,5,5.0,5137.0,3.0,9,3.0,3,45.0
21416654,1350000.0,85715,-110.85954,32.262887,1.17,8506.36,1968,4,5.0,4801.0,3.0,5,2.0,2,45.0
21725636,1500000.0,85718,-110.945973,32.34908,1.03,12808.81,2011,4,5.0,4368.0,3.0,14,2.0,2,45.0
21921894,1525000.0,85718,-110.923607,32.316525,1.08,12806.44,2002,5,5.0,5489.0,3.0,7,3.0,3,45.0
21224368,1490000.0,85718,-110.945216,32.343648,1.75,12685.0,2005,4,5.0,4782.0,3.0,5,2.0,2,45.0
21300182,1510000.0,85718,-110.942054,32.343897,1.16,10808.57,2001,4,4.0,4387.0,3.0,6,3.0,2,45.0
21723687,1541800.0,85755,-110.97364,32.463057,3.87,11.75,2018,4,5.0,4055.0,3.0,11,1.0,1,45.0
21509036,1550000.0,85658,-111.095236,32.471535,0.45,1609.59,2015,3,4.0,3362.0,2.0,5,1.0,2,45.0
21319473,1447510.0,85749,-110.76026,32.303051,4.5,10828.42,2006,4,6.0,6472.0,5.0,5,3.0,1,45.0
21326359,1350000.0,85718,-110.955983,32.354498,6.5,17777.6,2006,6,5.0,6755.0,3.0,6,4.0,3,45.0
21500702,1460000.0,85718,-110.911074,32.33693,0.96,9673.0,2005,4,4.0,5876.0,3.0,5,3.0,4,45.0
21723688,1501313.0,85755,-110.984149,32.462969,0.32,900.22,2017,3,4.0,2880.0,3.0,7,1.0,1,45.0
21328204,1500000.0,85749,-110.719318,32.269934,3.58,6564.33,2003,4,4.0,4645.0,3.0,5,4.0,2,45.0
21411901,1425000.0,85742,-111.028678,32.367553,3.35,10882.0,2008,5,7.0,6196.0,4.0,5,3.0,3,45.0
21502505,1325000.0,85749,-110.694079,32.243765,20.0,8892.0,1991,5,4.0,4914.0,5.0,4,3.0,1,45.0
21533172,1500000.0,85749,-110.807227,32.253116,16.99,14074.0,1959,7,7.0,5674.0,4.0,5,4.0,2,45.0
21125313,1100000.0,85755,-110.992897,32.461571,1.39,19156.0,2001,4,4.0,5164.0,3.0,6,4.0,2,45.0
21204398,1262500.0,85718,-110.926187,32.295751,1.0,9066.64,2007,4,5.0,4556.0,3.0,3,2.0,1,45.0
21630252,1150000.0,85749,-110.718155,32.279066,11.49,10716.0,2007,4,5.0,4330.0,3.0,5,3.0,3,45.0
21800167,1400000.0,85718,-110.889886,32.328108,1.2,11063.08,2001,4,5.0,5077.0,3.0,7,2.0,4,45.0
